201,137,3.52,EvLDkR0xYUHzFSFxdvTI9g
31,87,3.53,adfIYgCFMk--ALzeJlVStw
950,379,3.6,rFESBu6i2hHmgQWYMTsHUw
44,61,3.41,dmGuJZiJH3LK9kLhROh8hQ
55,64,3.98,F89xQvtT94yxthlkkcZ_8w
75,59,4.02,9pYhwoXbWJbeMRRFY-kstA
400,210,4.02,UydZMAQw-yCDCGP-jM63Eg
71,89,3.47,NPGgfQS-nMI1tEF1OrwzNw
96,69,3.14,dMxshcp9rfRco0bcEVZ6iw
263,287,3.96,z_5D4XEIlGAPjG3Os9ix5A
760,292,3.86,Re447krbp0VQVX3Dk4Tsog
165,69,3.42,dFag2GjBv5grqvfHE4BABw
937,386,4.2,XejvgD4CrkR7FeIkjwAjtQ
1224,299,4,geyb5IUTkwWBwpXPx5maZw
3812,865,3.64,VxgiJHpr1Z6UU5mURMZ1FA
134,74,4.12,_Zj_7HnAeq3hQ6AZPiRsuA
414,242,3.41,FDG85sQMtHuI2a0ix9ZBcw
1552,154,4.76,9VDmxvUUmNnNzJRUdjGotQ
50,52,4.17,fiZAt1uOXpPsQcBdjw2P4Q
200,212,3.86,ZGpDK5oT9KJJFzPyqtkihQ
71,58,3.62,wMj0-mjx3dg_elc5wJq4tw
164,96,3.59,#NAME
34,67,2.91,wx4h8NfTJp9fnWK9pgy9rQ
231,187,3.84,Iy3WrSZxjGR0muMfNoEP9Q
658,214,4.15,VVFxkYuyuYEX22aTVjSCtA
145,85,4.15,wF6mPYnbB-bqwZYoUW03CQ
205,118,3.85,4fJQVV3r8dTCIaXAVbBEbw
77,93,3.66,ykLi6Wd8lWkQaM3TaIzlfQ
60,59,3.78,iUAO1xy2yv_174AqRU_G_Q
325,294,3.47,#NAME
31,66,3.49,iPlrios79cqFQZ7CqSKBSQ
152,159,3.52,qLxz64YhdpXVeuceQqwerg
124,263,3.98,nS0WfnB-fNKj9HkPed6iUQ
87,64,3.73,3LBIRBV0s25CU09MfOQm-Q
529,374,3.89,Kf77TWS2HOJCRFl-fLiueg
34,64,2.98,ZcvcEhA6m8EfUAzTQAOLBw
3758,1890,4.42,55GXsFLH4QYnTQqiijBtxA
1538,532,3.73,#NAME
67,61,4.14,QRVqFfB0WACjHvDsyEKZiQ
28,56,3.63,ymdUDVDQFxlYkivNBlmgEA
143,132,4.06,HSZ8DHg3YNASJcI1ynccPQ
191,54,3.43,8_RB3fs5Ywn_ECTmg139Gg
63,88,4,drYhWK0W7vE5fq4QQ4S3RA
68,94,3.55,GYCBPmus7GqN2jTViwlzPQ
58,65,3.4,uA9vUdrXgYXfz_umY-dBjQ
119,85,3.46,escl-AKi5VW9qly_0hXjgA
369,154,3.43,svg8Sri5eRg9wDp4c5GW1A
110,53,3.95,rMmsDx0VB2onSrAj3qnI5Q
252,151,3.52,TOALTEsFY06tAJW39tLEXA
57,67,4.01,FuL2OkQqMEms-t3k51qoqQ
85,71,3.64,L3RlHjvRhrS1898ZJS2EZw
312,225,3.91,CBEkrlotZzMWZbbwxcQVfQ
17,51,3.17,7IpJI55fatrDhgaK8jkWQw
187,417,3.76,nVaK1WgYHxP5JUUK6j2klg
204,100,4,Y46j-EFxKQYAK38xMfykXA
427,334,4.08,MMXVYf0O_cFbYmQzML6xpg
88,98,3.76,e_qZ1UWFHTzCmswlPsrxVA
69,64,4.34,Zk2EdUoAcjJFQoPD1R8dAg
356,134,3.64,8jDi_dt7ldLOMggNSxC1hg
68,67,3.76,NoK6cCUPn6T1le0ho96bPQ
96,64,4.38,9SQ-MeZrn0xNsVnT_Gxu8A
77,95,3.41,db8vLg_ytqUFFI6n8WiUIQ
69,78,4.16,xV1XUVNQ40JE2PM3D9TFbQ
114,82,4.38,tFwdUZLxNN9iwA0761Z0jw
12534,1871,4.1,i63u3SdbrLsP4FxiSKP0Zw
63,79,3.46,g1M4LY_tff1Nv8ZIAEOG3g
917,607,3.84,JZURyVv9p-QgyrbK2zGgrg
1630,472,3.56,nh3mYZ0cIXNVXlQAoOt-uQ
2149,598,3.31,p7dvahRPZIWL7T6pFA_0dg
2877,510,3.74,DZO_4yihrCGurF6WpmXT2g
28,56,3.8,RGCHoFd5ND46cLtdyJHKjg
153,55,3.86,XJ6BdVmyp50ApAK_LLHtug
454,215,4.44,T7t5UdadpHua-YnmiFpcZw
474,225,3.69,Gg5E3LJWQBSVORLupBaFtg
94,147,3.83,XyQPf9ji8qgrAS3SB3vawQ
153,74,3.69,C30rBx17lldq4CtZrH5Asw
1017,903,3.39,eOyI22RawXdNUE9_F_f_cg
69,65,3.55,Ng6yOUQOMNmec0zVXIqSvQ
264,173,3.54,Y4J_x2zhjdqwWGkPjHf0WA
112,72,3.72,PTnQtmk2EdBhMiWXSUYLPA
305,319,3.81,o1vQamNaKnWqssghIfOCWw
268,104,3.29,f5rZqP_cG4ij82uzKsQ4rg
103,74,3.83,JK2aiqQTbXw3pJidRGzk0w
4021,1882,3.28,#NAME
68,147,3.74,O6JwI9Ide_fIn_t_6k5IQg
629,276,3.56,Uo_a1i5KJZcMB-Xjcsj6cA
128,74,4.07,z9E87IxgXKv_ZSxnumrY0g
43,75,3.49,oTIEvfBrKPwMHMdsecUosw
317,281,2.51,I_Sb7cnGcoAhtU1c4WHSuQ
212,98,4.07,FTl0vUiSUEzqb0lKhvOA6g
630,570,3.66,BdmONpWokIlU87ANsPs8Tg
243,109,4.19,MkA_tKEWOiYgQJ_ytEDsHA
37891,1668,3.79,enXVISXPVpRv3InUhexQNg
82,64,4.08,6-fN7eVvyYmtSGOqdyIf2g
165,131,3.9,DUtQ-_KjpCtQ4ij0EK6k5Q
340,166,3.78,#NAME
19,53,4,TTHeY3LjYeW15nTCivIRLw
137,58,4.22,pnrGw4ciBXJ6U5QB2m0F5g
137,124,4.08,1kAaMEVLruD31zcCMoGBVw
59,63,4.05,Ilp9AeHSaG2Eh0l4lTu0Aw
130,91,3.88,1iwlggIwqjo0c6gwYnmqQQ
217,206,3.7,O-DfmZ1FfozFb_I_HGoZSA
569,456,3.84,qmgnMhPU59MreXC0UEDyAg
131,173,3.87,5hjIpkurvuyF7TiKG2iDXA
125,72,4.17,6tOBqAvJrSI8e7Hd_0F4fQ
91,73,4.06,xtv-RHo_mMjNq0oX7nRn7w
2615,478,3.36,3Aqh6DTCHvVrRAZLmAqOcg
1170,629,3.82,ytjCBxosVSqCOQ62c4KAxg
149,237,3.55,K4FAia2Iy5MVnmBLfS-mCg
648,344,3.99,cGYXTHv_G6qcLi21Gb1oqQ
87,247,3.61,_UAyLUAFAe8lnry2NEfVGA
138,187,3.79,wqP3apBsEfG3avWSy6a4oA
149,88,4.28,8Xg87Ev8mdoABB_7qW7xbw
25,52,3.64,pWTpo5otnt5sZxzgbRQYtw
3959,1597,3.59,r5uiIxwJ-I-oHBkNY2Ha3Q
962,410,4.01,niWoSKswEbooJC_M7HMbGw
46,138,3.86,auzZLHTuLHdz4N3eluxYSA
63,114,4.32,XR4cWlqS9qC25GMnNz0zlw
126,112,3.66,VVGAvr_QO0BHKPTlGW0nvg
55,67,3.11,UjEHwqjRLtWS7lSXBpbtsw
90,64,3.75,c4Iw7f7naI5ZIWkKEALASA
54,75,3.67,n2SlsMFzS0vVLQz9rv6AGw
431,123,3.51,l1Ad4L-ZwSf4cQWcU01iIw
88,51,3.59,7pC3wSQMgzPE9MD9V-_Adg
561,249,3.63,noL3FJBUC9KabY9BD4OwNg
40,52,3.54,8nwpI2SAtHvttu9yLTdV8w
20,85,4.21,mzCJXrqmTE9ILSZa-n7TwQ
175,165,3.57,kwoxiKMyoYjB1wTCYAjYRg
176,173,3.82,hpcO1jAXXVKwuJnrcUf3qg
245,122,3.76,ypX7n4T_YnpyZr8JyrSRZg
658,264,4.11,oNEpnrZDp6FuZw1YqsLkAg
129,72,1.49,Y96EPGaB0-R9vh6x3xDAUQ
32,67,3.9,WI5OdYckixwjMunFbT1anQ
287,121,3.67,onWAVBpK5bbJGA80juMGBg
20,85,3.9,ckU-XWRjzCkLWW_U6EArLA
121,159,3.66,to_f6i12zq8Z8emrEWgbIw
970,604,3.66,WSSw1yct-ldX44aZaMGaHw
622,410,3.83,gG37IL4u7LelWLyXbD18uA
787,475,3.71,fSi-yrKtBD58h2vPxjNE1A
94,138,4.19,dY5Yph5HcC4dsFRC_2ngyA
66,51,3.18,XQN6RoU2-fQ0fZI3LTLaIw
61,92,4.17,9GJDEirdGFl9_RcPZoKNKw
27,66,4,Z3Bg5l9Uqip-5lc6CiCmOQ
788,516,4.24,4C7QNgampt8T0_-HSz7DJw
95,62,3.22,zDakbjdehLldaTPt5rbZVg
112,86,4.2,3f5Yi5SR_K_sicot5ridLA
109,142,4.17,1q2yEtY7jndDEgajBxQMuQ
2639,307,3.71,D33jeqP1Zj0hUo0rD6JkDw
93,53,3.86,Gxzkx2TmTnUXTwdZJkNXGw
105,136,3.82,Nd_WTrCuLMpHIbR1RRMzSg
252,77,3.38,UvcDVzqcCyk7JluZwi8mAg
106,52,4.08,ioYS-ZYUpTTN_WovSSe_og
266,139,3.51,VvKSdUtr7BEC1z6_fZjxjg
1833,193,3.88,oyKF6Zs4aEYjsFVV9nT2AQ
46,57,3.17,T5e1NVdV6p1V1MTWjKxIZg
34,53,4.13,yXw4g-Y34fLbBwW-2kAlOw
10,68,3.81,4PFMHRp9QTlBzet7dL8TEQ
159,102,3.4,Ygig1a-SbA_6E5dUrAZBFQ
833,411,3.76,CYJnkecyF1DOXVFvBeFmtA
45,61,4.48,HgfZyTsFrcS1Bx53z4VM0Q
552,335,3.65,VvxMyfAUQTKsEl3aySbdMw
61,82,4.02,wk6q0MFeGhOPRYnWvlBpkg
307,116,3.97,jvjSXNKS3TwgGsGVUTjklg
139,106,3.31,U__gp5zTjofjE_onUw6vgw
335,242,3.56,AzTPtN_WvmvRXtR_DIX_Ww
48,55,3.98,K2xzthA2lDVkv2lU9Cq-kg
86,89,3.97,HnLcQBbxfcAqWtl7ZhmWMw
151,235,4.25,HNzGkyZNGHXlfpPw2BMdpw
995,76,3.99,5hsoOSfBFYGD06MTkkf_DA
66,84,3.87,F4sfffJ8-VCNFLUT0q6Gtg
482,460,3.62,fzEIxksA631DheHM7-OMow
115,113,4.32,RXkF44OesCV_XY_lWSVJrg
81,66,4.31,p7ZktUMCvGa06lZzNsq07g
18,57,4.16,4RZ9TtbQeMbfJ4V7QkWrLA
197,261,3.7,TNJRTBrl0yjtpAACr1Bthg
37,124,3.84,Puv7uq6Wx4AtL_jVpC4d3w
500,772,3.85,W0M8csYKD2ryUsr6OsACyA
143,100,3.58,9wHht9GLLiyxtoNMRNBiAA
801,316,3.33,4CgusCZkipvUhvBZrRD46w
282,151,3.77,u1WJuobHKx2-kHB4jGG92w
188,156,3.82,eKL16mI3r01jtgQDEbstxw
109,62,3.69,2SUNu7a1KSLGkytOctkzJA
87,66,3.46,O1zBqmMOk4JM7Zn5kTXozA
966,156,4.13,PcJR4OSCTAdS_AOTg74BJg
239,123,3.6,4cjdJXTI_3ii7u9AEnl1mw
321,449,4.05,xFOmIPeiWe1tG-G_sbuDPg
62,100,4.04,vSWjO9qGb2U77VesrB9Uqw
220,192,3.8,kJc9YBRwmmZ_PG0uLHuEPQ
616,162,3.99,Zm9BUEVAA5Cxxrp0Kyq1xg
316,427,4.13,tlJ_ilTK9kp17fKWh-SstA
147,269,3.5,3kzf3vN8zLV8jfsSuzpd1A
176,120,4.08,CXpD8dV-LwMBNHibqj4-cg
47,56,2.15,WDn2G8bW0x08RGSQ0LzCRg
81,142,3.74,4QE1-JY592co5iUQylpRsg
126,72,3.43,pIChILEqz1oy0U0wbmVnmw
132,147,3.29,78fm367rhNVW9Cad_SlZyg
126,138,4.06,y0fe93UGixUKaf2-JOOH3w
90,67,3.78,ba6I2LE1_tCnpAnSsyPdPg
680,324,3.98,AYsU2WxkTr19VlzwvBhTAg
207,180,3.59,8ITVDdfK07owxCA1x878Vw
94,118,3.94,-2mrMu6jizisSqs_N8UvKw
146,58,3.77,POQZrdj2otEnb0Le1oLWjg
33,94,3.85,ytq3QILgEv_suT5fZVo6vQ
174,71,4.32,cWRA9J0nTJb3HP5exw1EHA
88,122,3.84,AYlwrgf2Y_WRGP7s-ycjjA
111,111,3.59,bJhA6uu4z25pZKFVqyAObA
28,54,3.64,VxpR_xZAMgdt4KFvMRQpZQ
71,69,3.99,7E7oD-BvICPy6BOnwf_RSg
72,55,3.61,MdMhNAQSKdNmH09yuZmrIA
205,64,4.5,xABDSKnxJRN3nklWklQbzQ
55,94,3.98,BXGDnSRiPr_7KDWKdnzR3Q
1668,876,3.34,EoTooNBcxu0Hy0-XeZI8aw
3183,1071,3.79,9A8OuP6XwLwnNb9ov3_Ncw
6537,471,4.1,WsPgO3ycZjRp7wFh18JdMQ
125,111,4.05,S1gkx8OlI9lD5Kd8z6xkRg
141,86,2.7,4DkDoglN0o-B6ZeJF6DfEQ
78,88,3.84,ZtI3ATBdfQHBWeULo_cEzA
481,253,3.88,roBCFK-drnFmItioDojqiw
89,53,2.95,reXvMYvviIBEvDrS5dcpkA
27,66,3.78,7KT9DD1Y9afrX3fS1gGaXw
2,54,4.26,dec8oEnCO6kdVdoir_UZ_w
11202,2593,3.99,ijvqTX-jwnYNP8-Rt7jMnw
55,54,3.87,wyFMGKycI-FLfdYNVgTiuw
147,129,4.07,4m0O3s0Js8S4UgpMwnZZOw
236,157,3.97,5U_8JLsCy5KDPo1Me_cTdQ
121,53,3.83,6obY_LpAE_L_Pm1HI-5QHQ
483,344,3.6,XUxo3knfzuPLVcQQdb7EQQ
289,151,3.91,nqDqf9icSGoOrr0a8aP1Eg
285,104,3.75,jITms7uQcQKOK9IeqgQU9A
171,109,3.95,HesBISKjs2KVHaEk_CdMRg
88,55,3.48,6YN2JPnZjKSBUiWdoBPrnQ
758,159,3.6,R3wz5noFiF6tGFDRDuua7g
375,260,4.29,2ZUOkg3rRirjmLBeJBhOYA
59,75,3.79,MR2yHN2_Hdb5llA8-iaeXg
559,197,3.61,uHU1GbhlOz0KrAmT0GOZKA
97,92,3.44,a_QXJEsYUlEQfu9flwmcWw
118,118,3.63,#NAME
73,82,4,0BVvTLuCNrW4oj-o2yZD9g
28,61,4.37,aTHHVMbOAsN5iQtbIBBdzg
14801,1204,3.86,uguXfIEpI65jSCH5MgUDgA
515,587,3.88,yqPLSUM5s6uLVPpEFrAgcg
170,206,3.9,b7V1xPVjUH_LsPSyfNRgsw
407,280,3.81,LAwcPlo1CrRbKt_Jgfltmw
205,106,3.46,uiur8sopp0iYRORmtj9cfw
58,57,3.52,Vz5eLnYNpNsyF2ovJIgwoQ
87,54,4.53,sNbWq4QnL802UV5mSTTD2g
234,79,2.8,b9pqKXIBFr2R_ZP-qTE6LA
132,171,3.83,sGUHAK4SmxxlEcGtjkxIag
86,90,3.26,0XMC32Lkh6x1Yc9m9sSK0Q
79,74,3.84,ClagUMW-MTsEG18cXde4Eg
120,376,3.96,ZLXvGct5SEysz5nk908EAg
204,268,3.7,J4j_zYuzTh_tY9u66H7pQg
134,107,4.31,5RrEzJ0f14yXWynVJQFnjg
93,73,3.68,tI9hKz0or_DgzbN3jZQV5Q
106,93,3.33,#NAME
161,435,3.69,yawZHXHiAMxrVdQ9zg2VYg
73,173,4.15,D51iPTqGk-h2BR75OZzeVA
248,219,4.07,hXmKbpfFK_3iX9iiIdXwPQ
103,172,3.07,Oskx8omqzU7Ujv_f5K-9Vg
166,115,4.45,_gRZ47ZteJIHcEL80fj75A
58,75,3.64,PQKjOWpsHyFSU4vapL_Mfw
70,86,3.49,TZt_FAsmOBoubRt4kV3fyw
542,334,3.74,Jb5uR0br80znL6ElNGVvKg
166,130,4.38,6VZNGc2h2Bn-uyuEXgOt5g
125,110,4.27,AZl5xknQ2QzJGUfd0V_mjQ
829,518,3.67,zCnI_xiNYnY6ebGwkj5yvg
55,58,4.19,ImsI8Lxr6kXlMtCtMMAmxg
640,195,3.7,ecpkl6WQCBw_uS_NXLIo5g
1314,643,3.53,HxjVRlTCI3QAlV1aT2Koeg
1358,416,3.37,NNCFaG1FvzBAdUtUlTu08w
456,302,3.74,h6ANB0LnT4vAELRSj_uAOg
134,73,3.91,WHuDsySsW-CrVXlI6RXjGg
292,119,3.68,L_yn1EAReyN75rtM90DI3w
844,725,3.67,aIw8N_ec97tsBWU6hfydYw
21080,3972,3.43,pz97SxRe1Vk-5_K6EB9OSA
97,137,4.02,iqtITr-e5TO-3-exKAOKpQ
362,286,3.85,TA1CDnQFChcD--YoQ6NFmQ
214,115,3.95,koT7kfHixlYRjnbbC35iBg
133,68,4.09,6RJAGI7jsBtRvtfY43XNWA
183,123,3.49,uQ1b4PmXfsbZvMrrWsG_mA
74,61,3.66,Ynt9QATr3tur66_OVQNCng
229,119,3.69,OW221LSDcMB96pNAzv-OMg
109,99,3.4,ao8ayUc9qRIu7rgwEJGyaA
141,118,4.25,DIRsaqmtaR3xcOHemp1HLw
25,54,3.95,MYtECwJhy_DsYSnkf77LFA
55,189,3.73,P3H-FDJ-uguZ3nVDJHZIBA
48,72,3.71,lSPhXCzFYhuc__bvjkzEmQ
82,80,4.17,1HkhMp49rNjWO30c35bg2Q
408,196,4.12,AZ8CTtwr-4sGM2kZqF6qig
1714,596,3.87,xaPwzbtkselbxI472WIjsA
437,150,3.92,kNmLc3_TqfwJQm0ixG7Cgw
308,104,3.46,8wkeO3BWrY8Ov_ykajAtXA
120,148,3.33,4ohJEFpIk99NGGNdSa2Uig
107,56,3.6,jNYkLwr04uxFNLUT562cJQ
75,68,3.52,q1dyK6mo5QkHI0ZBPXeCQQ
70,58,3.47,7bBR14oFCbbH2oZXclHrKA
237,237,3.92,pG2FMsX-yp6SMVdvUy2KuQ
631,233,3.56,cqNcAoCJYl8uEMfPhFDQng
213,168,3.9,51xMesGgP3b3pQLnpOj5lQ
307,126,3.46,mPrDTCOART5fx3OWNftomQ
56,74,4.18,MwpD_n4cZ3dRbRKFHp41Fw
263,120,3.64,Z2FEuKMEOFSPYCF3uH6kVg
47,56,3.89,o7YI6VMcEeRU07UCEcZ1qg
23,72,4.14,nSFcWbKeNy_H34nYCbQY2A
828,384,3.9,Zuqri2nyntU1bzfDaFU_fw
361,254,3.67,xRpSYEOS4MN_fnfjBPy5dw
1331,327,3.76,S742m-AuQicMSLDdErrLZQ
533,189,3.83,Gcb3QKjGjvH_GdzLpM-fAg
242,169,4.37,ivBkjDWhBWU_EeKUjvI_mw
514,193,4.37,uGmQ6ab4iVpWn5m61VFhkQ
19796,1196,3.87,GJYJX4SujVj3BR8v2F9PDQ
354,567,3.76,xgu7Qm-9gCQF1bJl83XoaA
254,174,3.99,Eh9SSFnh7xOF8N3X6ESPOA
245,127,3.84,qb93FSlw0M82TER_PeWV2g
85,85,3.93,8Oy9-UwJQWffS0yOwPG6Ew
33,56,4.31,O9P7yN2k5R1dSmbq2td_NA
281,101,3.63,MVtWpfLyCQAnqYa78k3AAg
46,58,2.5,fkcMBf5cXvfe_7ipfohUCw
63,59,3.36,t7JX-3NXQU6pofykL8xt5w
4220,620,4.13,DglSIRnl69GUqHvVnG3QaA
429,333,3.55,T11s2ToOBBPLATT2UdCSwg
306,89,4.06,3shjifK-vZkIHciyy_KbYA
425,103,3.12,lOzqbFO3CkBeYkBzOFzqAA
243,343,4.01,A9IMO_axnrW6pTjOITpSHQ
239,443,3.55,vl3l1T1SeTMvReep_XwiIA
60,111,4.12,sGJvuMzGJWgCkAX1YphDFQ
40,80,4.34,xtE2X86GwH8pJ7Pt5D6Ehw
152,145,3.59,sD6D-1TMw5yKonNOpRTiMg
120,147,3.46,_s3IsH_Fp2nk4BplTBMZjA
337,608,3.39,bOagg3Kfc5AYBtGsmtKt0Q
135,107,3.8,ICeRwfgD7zzuWOYEPbucIg
110,76,3.88,RZRfF_oBwtVncFKG5aAKrw
48,67,3.77,3zV9liYjwcgqcOwsn9IMFg
37,56,3.14,sglrS8ukF9nb3-ahqjE5BA
48,55,4.2,1wDpmhknH_hEfoiK6BQX6w
151,108,3.52,r7rK_2Zs9AMl70qoCkdoyw
611,292,3.6,IPIDauU59IuJ3YFtRFBeag
20,63,4.11,mTcl6YVuXdSGhp_QsqmJ0Q
69,63,3.87,k7jkd7kadqY4jeJIfqW63A
283,207,3.9,SP9Dqv8um3obiWni0oTAXw
44,55,3.65,IwPsu5EWYLy0cq0kaI6r3Q
62,127,3.52,x8kmJO34a_w3gTekFiet5w
178,182,3.62,Fm3QEnBa4vu6lxn7RFF2Ig
444,262,4.28,R2WR1Q9wYrgaoYiSipiSlA
374,370,4.22,7R6OEzWKOh-SAhO_GuP5mQ
3904,350,3.53,xafscyoSZPnchPkzGyDAWw
229,155,4.05,e86oZFveB_Y269iyOJhKsA
1574,1442,4.03,4lc_H2Cf7CO0tCgyA3aSVQ
224,181,3.69,CffKYzEPDtgIRjXTObJbYA
48,53,3.3,emW9Xp7el4S1itI0aGwSvQ
332,324,3.87,4lchlEIttsludMGxsXSdSw
88,64,3.09,VTu50LiOWQAvnrDzu4bZ5w
95,94,3.34,OrEmswolaU478cYXXOZukA
94,68,4.04,toLtJ7qInEAiIVOyAjQQsA
75,75,3.81,6F5duidiAoUkx1aNWuPF_w
91,102,4.2,UmBaIYrpvJA01C6kT147Wg
27,55,3.64,CuvSUhJUoSF0cfmXWw9m3g
170,104,4.04,IIDdfgsTEZ9h6sfJD_s74w
76,171,3.57,tG617w0ik9wClcfSE0JmWQ
987,460,3.39,jYmUR7lC0puGylu4G_GjYg
67,67,3.94,iw3MMCzVaaNSoeicdxJK4g
154,151,3.69,8jCVbhXk2fhA4XU3NZGvqQ
586,224,3.83,2QiLD5S9n6HruQoJhp5nsA
476,496,3.97,FGZ3nprz4X4GwSeobbGkKQ
145,179,3.78,lVcLHyT_anclAcNA-RDRQQ
221,150,3.56,BVqYroeIcjd5dZq6axUNAg
858,722,3.65,EVudLUv00caUxj41KMGnLg
605,457,3.3,t1DejwqWw-DBO3DYN1gVGw
2058,983,3.85,NiKP2TA4n2ywN991Bte14Q
209,97,3.47,zEdyUGMP1J2BdYQo0B-CMw
478,275,4.08,x080eL5XoSMnV-jqh9EOYA
199,166,3.5,cXnWZPcrtHjKXbcNzulg2A
112,74,3.93,rQGXCMOk2oT4gdwQ0VW2wA
44,52,3.98,i-m1W6ijWPeOY3xIgnLLxw
53,69,3.68,x7EeUepijJv4tUj4sWtODQ
68,65,3.69,CD5rCt9IktiFkP-4skvfrw
263,368,3.81,PwVsKkEYHdp9yIFeMQ6ARA
578,282,3.13,CxqDIU0zLeC2UfJpHuVw9g
523,452,3.55,S3C_wM8NIUbGsqDcUaWEYw
438,175,3.55,dS8V172BXjqPMTdbFFYfKw
90,75,3.99,EI_ZW1pdRgt2yg-9sjnTNw
346,305,3.78,xAvCcBGT9863vOjMgTFx0g
59,106,4.22,sZ729BtsKvND46foxDKBrg
41,89,2.73,pNOrIvLvxtZXVoeYNFwdxg
372,169,3.77,Rk2dR7qvvqPEV_P-vczG1Q
292,416,3.92,NauDMao9ksrhpk8eEecxzA
344,198,3.21,sqwdm9ghAIchmqycKzFwAw
63,87,3.7,GYPuFFZ2QY2V9Xh_CJIhxA
3138,265,3.99,IsVIVpgV7VralvYD4DEQYg
779,302,4.35,-6k_vUBna1kzXBjyBOCeqg
1516,599,3.83,AglQinQcLwwKalAQJdV1_w
260,176,3.61,aoxuw-XpJYIX1-R0TUS7CQ
613,363,3.96,erzVZkeAaVu3DBJ5LPDMqw
3126,987,3.64,B9pKfr27czBbCoAIircZdQ
681,792,3.87,o9t7nO4hUiP88FQ_WEvdOw
281,211,3.44,fbRBTl3ZKauNtgRtAHvP_A
163,161,3.88,0L9-VdIXhFXLtyycZxbzcQ
51,69,4.06,FlbjfsuzLQ80b7Oll8szyA
273,192,4.09,15BXk_MGFPkuW-FCRESFjw
61,81,3.91,DkySQ6ZPgt4jBbCYKiTS1g
1873,800,4.37,KsC9e-B-te0F9nf1A21Gmw
253,85,2.83,aWpINfTRMSa6tTCKjOWyVA
289,195,3.91,Py5uLdM2SerD89JW_i_XgA
36,51,4.27,Knimj3Hui2OVxvfVo1gOTg
63,56,3.89,gesAtuFX8IpHMRr5dgmC-Q
1166,416,3.38,wn7zOmk_NTl63-0N2J-V4Q
1283,486,3.72,#NAME
118,68,3.84,EIbRKNcyAo3M2Ehij8j4yg
28,59,4.14,hr7JnYlf72VY9FeuPZj7aw
251,172,4.32,nzVDTy5TRhJBpVNd-EnBWg
936,504,3.89,7WGcHwBkXKRCTL2AG--3CA
404,313,3.45,o9aGTvqAuKXdjSzGLCHBqw
1534,827,3.79,89I7REpkBKa06QKi7DMbLQ
319,208,4.52,7iS_qbI_Lbx18bcUsUa-Yw
4259,788,4.27,Rir-YRPPClKXDFQbc3BsVw
161,91,3.5,N_Fwfj1S_7_R61gg6bPAhA
4726,1115,3.83,Rq8grR5mxEM610EI9GaL6g
62,88,4.16,Qg_rXmZX7fl_TCNFofOkSg
185,131,4.15,m2pWiGfSP8v_jpdHIVv3gg
59,85,3.63,EpcyN9N03fDheFO5_nctMw
265,227,4.05,bLqJBEUzog7DWNZHmbn2aQ
85,67,4.36,#NAME
105,139,3.86,hcPkdD7692LkMFLaPXT7RA
70,110,3.53,wj-UBmM6p-TkfD4Xg_zY7A
391,226,4.03,NzMxWkF0hcSWBHOes1JmyQ
596,101,4.6,5gd-Gwp6jtUz6aTM9IUzLQ
118,113,3.8,arI_gwHz95TzPZK6jrFQ1w
673,860,3.58,L3YVTmTV96Who9VY3w7Zzw
58,129,3.85,#NAME
179,84,4.65,E7pQvEw9tf_wxIRMWxCtNQ
343,110,3.28,2ztxuXHGFvbiaunayro8Ig
